detloc,state,source,author,title,description,url
"CCASDCA","California","Latimes.com","Kate Morrissey","Migrants from Central American caravan face a long road to asylum in U.S.","A caravan of asylum seekers from Central America made it to the California border Sunday. Here’s a look at what’s ahead for them: What do we know about this caravan? At its largest, the caravan reportedly numbered about 1,200 people, mostly from Central Ameri…","http://www.latimes.com/local/lanow/la-me-caravanqa-20180429-story.html"
"CCASDCA","California","Latimes.com","Richard Marosi","What family separation looks like: Guatemalan man is deported, while his 6-year-old daughter remains behind in New York City","Six weeks ago Nazario Jacinto-Carrillo left his village in Guatemala with his 6-year-old daughter, Filemona, to seek asylum in the United States, but his plan went awry soon after illegally crossing the California border. U.S. Border Patrol agents, he said, t…","http://www.latimes.com/nation/immigration/la-me-ln-guatemalan-family-separation-20180621-story.html"
"CCASDCA","California","Variety.com","Brian Steinberg","TV Anchors Fight to Stay Objective in Coverage of Family Separation at Border","Gayle King hadn’t planned on traveling to Texas any time soon. But late last week she made a point of ensuring that “CBS This Morning” was prepared to cover a heart-wrenching story unfolding along the border between Texas and Mexico. After reading several acc…","https://variety.com/2018/tv/news/family-separation-at-border-tv-coverage-gayle-king-lester-holt-1202851098/"
"CCASDCA","California","Latimes.com","Benjamin Oreskes, Shelby Grad","Essential California: An agonizing decision for asylum seekers","Good morning, and welcome to the Essential California newsletter. It’s Monday, June 25, and here’s what’s happening across California: TOP STORIES At dozens of temporary shelters lining the U.S.-Mexico border in Tijuana, hundreds of asylum seekers fleeing vio…","http://www.latimes.com/newsletters/la-me-ln-essential-california-20180624-story.html"
"CLICONY","New York","Nypost.com","Tamar Lapin","Son accused of murdering ex-judge caught up in sex scandal","A disgraced former Michigan judge — nicknamed “the Bill Clinton of Macomb County ” because of lurid sex scandals that hounded him on the bench — was slain by his son, police said. The body of James “Skip” Scandirito, 74, was discovered in the abandoned Ocean …","https://nypost.com/2018/04/11/son-accused-of-murdering-ex-judge-caught-up-in-sex-scandal/"
"CLICONY","New York","Nypost.com","Tamar Lapin","Prison worker caught having sexual relationship with inmate","A female prison worker was busted for having a sexual relationship with an inmate at the same upstate New York prison where a lovesick “Shawskank” supervisor helped two murderers escape. Denise Prell, a civilian worker at Clinton Correctional Facility in Dann…","http://nypost.com/2017/10/05/prison-worker-caught-having-sexual-relationship-with-inmate/"
"CLICONY","New York","Syracuse.com","Catie O'Toole | cotoole@syracuse.com","Syracuse woman accused of stabbing husband in chest during fight - Syracuse.com","BBC News Syracuse woman accused of stabbing husband in chest during fight Syracuse.com SYRACUSE, N.Y. -- Syracuse police say they arrested a woman who stabbed her husband with a pocket knife during a fight early Sunday. Tamora Weatherly, 32, of Syracuse, was …","http://www.syracuse.com/crime/index.ssf/2018/04/syracuse_woman_accused_of_stabbing_husband_in_chest_during_fight.html"
"CLICONY","New York","Nypost.com","Jackie Salo","Teacher accused of sex romps with student during walkout","A married teacher in Oklahoma was arrested for allegedly having sex with a student amid the statewide teacher walkout. Keri Hoffman, 35, admitted to police Saturday that she had sex with a 15-year-old student before and after they attended a massive teacher r…","https://nypost.com/2018/04/09/teacher-accused-of-sex-romps-with-student-during-walkout/"
"CLICONY","New York","Nydailynews.com","ANDY CLAYTON","Florida woman charged with stalking NASCAR’s Tony Stewart","A Florida woman upset that NASCAR star Tony Stewart wouldn't sign an autograph for her has been charged with felony stalking.","http://www.nydailynews.com/sports/more-sports/florida-woman-charged-stalking-nascar-tony-stewart-article-1.3651099"
"CLICONY","New York","Nydailynews.com","RICH SCHAPIRO","Female upstate prison worker caught having sex with convict","A female prison worker has been busted for having sex with an inmate at an upstate penitentiary.","http://www.nydailynews.com/news/crime/female-upstate-prison-worker-caught-sex-convict-article-1.3543423"
"CLICONY","New York","Nypost.com","Bob Fredericks","Joe Arpaio running for Senate seat in Arizona","Sheriff Joe Arpaio, the polarizing immigration hardliner who was pardoned by President Trump over the summer, plans to run as a Republican for the Arizona Senate seat held by the retiring Jeff Flake. “I am running for the US Senate from the Great State of Ari…","https://nypost.com/2018/01/09/joe-arpaio-running-for-senate-seat-in-arizona/"
"CLICONY","New York","The New York Times","FARAH STOCKMAN","‘Yes, I’m Running as a Socialist.’ Why Candidates Are Embracing the Label in 2018","Anger at the outsize role played by wealth has ignited a surge in the number of people who identify openly as socialists, even in red states.","https://www.nytimes.com/2018/04/20/us/dsa-socialism-candidates-midterms.html"
"CLICONY","New York","Observer.com","Steve Cronin, Steve Cronin","NJ Politics Digest: The Fraught Relationship of the State’s 2 Top Democrats","It's no secret that Gov. Phil Murphy and Senate President Steve Sweeney don't seem to be getting along.","http://observer.com/2018/02/nj-politics-digest-fraught-relationship-states-2-top-democrats/"
"CLICONY","New York","Nydailynews.com","Voice of the People","Sept. 18: Vote tallies, Jemele Hill and Columbus","Staten Island: To Voicer Beverly Cooke, who says that “around 50% of the people in the United States voted for Donald Trump.”","http://www.nydailynews.com/opinion/sept-18-article-1.3498865"
"CLICONY","New York","The New York Times","JACEY FORTIN","A Photo of Billy the Kid Bought for $10 at a Flea Market May Be Worth Millions","This tintype shows what historians believe is a photo of outlaw Billy the Kid, second from left, and Pat Garrett, far right, taken in 1880.","https://www.nytimes.com/2017/11/16/us/billy-the-kid-photo.html"
"CLICONY","New York","The New York Times","J. DAVID GOODMAN","As Democrats Celebrate Wins, Queens Republicans Close In on an Upset","Robert F. Holden has a slight lead on the Councilwoman Elizabeth S. Crowley, a two-term Democratic incumbent, in the city’s only contest that is still too close to call.","https://www.nytimes.com/2017/11/10/nyregion/city-council-nyc-election-crowley-holden.html"
"CLICONY","New York","Observer.com","Steve Cronin, Steve Cronin","NJ Politics Digest: Will Trump Nix Gateway Funding For Political Payback?","President Trump is telling Republicans in the House of Representatives not to provide funding for the $12.9 billion Gateway tunnel project.","http://observer.com/2018/03/nj-politics-digest-will-trump-nix-gateway-funding-political-payback/"
"CLICONY","New York","Nydailynews.com","Alexis Grenell","Men in politics, jockeying to rescue women","Just three hours after the New Yorker unmasked Attorney General Eric Schneiderman as a violent sociopath...","http://www.nydailynews.com/opinion/men-politics-jockeying-rescue-women-article-1.3990998"
"CLICONY","New York","The New York Times","MONA CHAREN","Op-Ed Contributor: I’m Glad I Got Booed at CPAC","I spoke the truth for the sake of every conservative disgusted by what has happened to our movement.","https://www.nytimes.com/2018/02/25/opinion/im-glad-i-got-booed-at-cpac.html"
"CLICONY","New York","Nydailynews.com","Voice of the People","Oct. 31: Judith Clark, Kevin Spacey and taxis","Brookfield, Conn.: I disagree with the Daily News’ position that to parole Judith Clark would have been giving her some kind of “special","http://www.nydailynews.com/opinion/oct-31-judith-clark-kevin-spacey-taxis-article-1.3600029"
"COLCASC","South Carolina","Thestate.com","By Noah Feit nfeit@thestate.com","Her job was to take care of these seniors. She stole from them instead, police say","The Lexington County Sheriff's Department arrested and charged an employee of Columbia Presbyterian retirement community for burglary after she was accused of stealing jewelry from seniors under the West Columbia, SC woman's care.","http://www.thestate.com/news/local/crime/article207971429.html"
"COLCASC","South Carolina","Thestate.com","By Noah Feit nfeit@thestate.com","Lexington County doctor charged in fatal shooting of Columbia salesman, police say","Dr. Adam Lazzarini, who works for Lexington Medical Center, was charged with involuntary manslaughter and obstructing justice for his role in the fatal shooting of a Columbia, SC salesman at a Cayce residence, according to police.","http://www.thestate.com/news/local/crime/article210395379.html"
"COLCASC","South Carolina","Thestate.com","By Noah Feit nfeit@thestate.com","Some SC hospitals get 'A's for safety — but in Columbia it's mostly 'C's, report card says","The Leapfrog Group published its bi-annual Hospital Safety Scores, evaluating South Carolina hospitals on errors, accidents, injuries and infections that collectively are the third leading cause of death in the United States., and 14 As were scored.","http://www.thestate.com/living/health-fitness/article209761439.html"
"COLCASC","South Carolina","Thestate.com","By Noah Feit nfeit@thestate.com","His wife died Tuesday, but Lexington doctor was charged in another death days later, coroner says","The wife of Dr. Adam Lazzarini, who works for Lexington Medical Center, was found dead in her Cayce home May 1, 2018. On May 3, Lazzarini was charged in the fatal shooting of a Columbia, SC salesman at the same residence, according to the coroner.","http://www.thestate.com/news/local/crime/article210414589.html"
"COLCASC","South Carolina","Thestate.com","By Maayan Schechter mschechter@thestate.com","Poor SC mothers, children's health care at risk with new Medicaid mandate, study says","S.C. Gov. McMaster has directed the S.C. Health and Human Services agency to seek a federal waiver to allow the state to require able-bodied Medicaid patients to work. Critics say it will mostly hurt mothers and children in rural counties.","http://www.thestate.com/news/politics-government/article212560329.html"
"COLCASC","South Carolina","Theitem.com",null,"Palmetto Health Tuomey offers heart health screenings, events - Sumter Item","Sumter Item Palmetto Health Tuomey offers heart health screenings, events Sumter Item February is American Heart Month, and Palmetto Health is offering a series of free screenings, seminars and events led by cardiac providers with expertise in their fields. F…","http://www.theitem.com/stories/hospital-offers-heart-health-screenings-events,302984"
"COLCASC","South Carolina","Thestate.com","By Lou Bezjak lbezjak@thestate.com","South Carolina football great Alex Hawkins dies","South Carolina football great Alex Hawkins has died. Hawkins died Tuesday at age 80 at the Haven in the Summit in Northeast Columbia. Keith Funeral And Cremation Services of Hilton … Click to Continue »","http://www.thestate.com/sports/college/university-of-south-carolina/usc-football/article173033391.html"
