award_id_piid	current_total_value_of_award	potential_total_value_of_award	recipient_name	recipient_parent_name	recipient_congressional_district	primary_place_of_performance_state_name	award_type	product_or_service_code_description	naics_description	domestic_or_foreign_entity	alaskan_native_owned_corporation_or_firm	american_indian_owned_business	indian_tribe_federally_recognized	native_hawaiian_owned_business	tribally_owned_business	veteran_owned_business	service_disabled_veteran_owned_business	woman_owned_business	women_owned_small_business	economically_disadvantaged_women_owned_small_business	joint_venture_women_owned_small_business	joint_venture_economic_disadvantaged_women_owned_small_bus	minority_owned_business	subcontinent_asian_asian_indian_american_owned_business	asian_pacific_american_owned_business	black_american_owned_business	hispanic_american_owned_business	native_american_owned_business	other_minority_owned_business	financial_year
HSCETE16J00345	805.65	805.65	DELL FEDERAL SYSTEMS L.P.	DENALI HOLDING INC	31	TEXAS	BPA CALL	INFORMATION TECHNOLOGY SOFTWARE	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2016
HSCETE16J00347	805.65	805.65	DELL FEDERAL SYSTEMS L.P.	DENALI HOLDING INC	31	CALIFORNIA	BPA CALL	INFORMATION TECHNOLOGY SOFTWARE	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2016
HSCETE12J00088	810.09	810.09	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	4	TEXAS	BPA CALL	INFORMATION TECHNOLOGY SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2017
HSCETE15J00574	822.09	822.09	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	2	MARYLAND	BPA CALL	ADP SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2015
70CTD018FC0000023	849.87	849.87	FCN	FCN INC.	8	NEW YORK	BPA CALL	"INFORMATION TECHNOLOGY CENTRAL PROCESSING UNIT (CPU, COMPUTER, DIGITAL)"	COMPUTER SYSTEMS DESIGN SERVICES		f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2018
70CTD018FC0000059	849.87	849.87	FCN	FCN INC.	8	DISTRICT OF COLUMBIA	BPA CALL	"INFORMATION TECHNOLOGY CENTRAL PROCESSING UNIT (CPU, COMPUTER, DIGITAL)"	COMPUTER SYSTEMS DESIGN SERVICES		f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2018
HSCEDM17P00113	856.4	856.4	SETCAN CORPORATION	SETCAN CORPORATION		TEXAS	PURCHASE ORDER	TRAINING AIDS	ALL OTHER PERSONAL SERVICES	FOREIGN-OWNED BUSINESS INCORPORATED IN THE U.S.	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
HSCEMS17J00065	860	860	VISTA OUTDOOR SALES LLC	VISTA OUTDOOR SALES LLC	6	MINNESOTA	DELIVERY ORDER	"AMMUNITION, THROUGH 30MM"	SMALL ARMS AMMUNITION MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCEMS17J00065	860	860	VISTA OUTDOOR SALES LLC	VISTA OUTDOOR SALES LLC	6	MINNESOTA	DELIVERY ORDER	"AMMUNITION, THROUGH 30MM"	SMALL ARMS AMMUNITION MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
HSCETE16J00117	872.18	872.18	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	2	NORTH CAROLINA	BPA CALL	INFORMATION TECHNOLOGY SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2017
HSCETE16J00117	872.18	872.18	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	2	NORTH CAROLINA	BPA CALL	INFORMATION TECHNOLOGY SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2016
55	882.63	882.63	"EMCOR GOVERNMENT SERVICES, INC."	EMCOR GROUP  INC.	8	DISTRICT OF COLUMBIA	BPA CALL	MAINTENANCE OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS	FACILITIES SUPPORT SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
HSCETC13J00063	883.56	883.56	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	2	MISSISSIPPI	BPA CALL	ADP SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2015
HSCETE17J00383	902.48	902.48	DELL FEDERAL SYSTEMS L.P.	DENALI HOLDING INC	31	FLORIDA	BPA CALL	INFORMATION TECHNOLOGY SOFTWARE	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCETE17J00137	902.48	902.48	DELL FEDERAL SYSTEMS L.P.	DENALI HOLDING INC	31	TEXAS	BPA CALL	INFORMATION TECHNOLOGY SOFTWARE	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
HSCETE17J00256	902.48	902.48	DELL FEDERAL SYSTEMS L.P.	DENALI HOLDING INC	31	LOUISIANA	BPA CALL	INFORMATION TECHNOLOGY SOFTWARE	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
HSCETE17J00383	902.48	902.48	DELL FEDERAL SYSTEMS L.P.	DENALI HOLDING INC	31	FLORIDA	BPA CALL	INFORMATION TECHNOLOGY SOFTWARE	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
HSCEDM15P00066	945	1125	"LATAH, COUNTY OF"	COUNTY OF LATAH		IDAHO	PURCHASE ORDER	HOUSEKEEPING- GUARD	SECURITY GUARDS AND PATROL SERVICES	OTHER U.S. ENTITY (E.G. GOVERNMENT)	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
86	951.3	951.3	"EMCOR GOVERNMENT SERVICES, INC."	EMCOR GROUP  INC.	8	DISTRICT OF COLUMBIA	BPA CALL	MAINTENANCE OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS	FACILITIES SUPPORT SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
HSCEDM15P00062	960	1080	"BONNER, COUNTY OF"	COUNTY OF BONNER		IDAHO	PURCHASE ORDER	HOUSEKEEPING- GUARD	OTHER GENERAL GOVERNMENT SUPPORT	OTHER U.S. ENTITY (E.G. GOVERNMENT)	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCETE12J00180	980.57	980.57	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS LLC	4	MARYLAND	BPA CALL	INFORMATION TECHNOLOGY SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2018
HSCETE12J00402	980.57	980.57	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	4	DISTRICT OF COLUMBIA	BPA CALL	INFORMATION TECHNOLOGY SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2017
HSCEMS16J00039	985.24	985.24	AMMUNITION ACCESSORIES INC.	ALLIANT TECHSYSTEMS INC.	1	PENNSYLVANIA	DELIVERY ORDER	"AMMUNITION, THROUGH 30MM"	SMALL ARMS AMMUNITION MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2016
HSCEMS16J00040	985.24	985.24	AMMUNITION ACCESSORIES INC.	ALLIANT TECHSYSTEMS INC.	1	PENNSYLVANIA	DELIVERY ORDER	"AMMUNITION, THROUGH 30MM"	SMALL ARMS AMMUNITION MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2016
HSCEMS17J00186	987.84	987.84	VISTA OUTDOOR SALES LLC	VISTA OUTDOOR SALES LLC	6	MINNESOTA	DELIVERY ORDER	"AMMUNITION, THROUGH 30MM"	SMALL ARMS AMMUNITION MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCEMS17J00186	987.84	987.84	VISTA OUTDOOR SALES LLC	VISTA OUTDOOR SALES LLC	6	MINNESOTA	DELIVERY ORDER	"AMMUNITION, THROUGH 30MM"	SMALL ARMS AMMUNITION MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
HSCETE16J00299	992.56	992.56	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	2	NORTH CAROLINA	BPA CALL	INFORMATION TECHNOLOGY SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2016
HSCETE15J00158	992.56	992.56	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	2	NORTH CAROLINA	BPA CALL	ADP SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2015
HSCEMD16P00069	1000	1000	"DONOGHUE, JOHN M"	DONOGHUE  JOHN M	18	NEW YORK	PURCHASE ORDER	SUPPORT- PROFESSIONAL: LEGAL	"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES"	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
HSCEDM16P00007	1000	1000	REPUBLIC PROPERTIES CORP	REPUBLIC PROPERTIES CORPORATION	0	DISTRICT OF COLUMBIA	PURCHASE ORDER	"ELECTRICAL AND ELECTRONIC ASSEMBLIES, BOARDS, CARDS, AND ASSOCIATED HARDWARE"	OTHER ACTIVITIES RELATED TO REAL ESTATE	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2016
HSCEMD16P00069	1000	1000	"DONOGHUE, JOHN M"	DONOGHUE  JOHN M	18	NEW YORK	PURCHASE ORDER	SUPPORT- PROFESSIONAL: LEGAL	"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES"	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2016
HSCETE16J00433	1023.7	1023.7	"PANAMERICA COMPUTERS, INC."	PANAMERICA COMPUTERS  INC.	6	DISTRICT OF COLUMBIA	DELIVERY ORDER	INFORMATION TECHNOLOGY COMPONENTS	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	t	t	f	f	t	f	f	f	t	f	f	2016
HSCEMS17J00066	1023.92	1023.92	VISTA OUTDOOR SALES LLC	VISTA OUTDOOR SALES LLC	6	WEST VIRGINIA	DELIVERY ORDER	"AMMUNITION, THROUGH 30MM"	AMMUNITION (EXCEPT SMALL ARMS) MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCETE16J00317	1050.78	1050.78	"PANAMERICA COMPUTERS, INC."	PANAMERICA COMPUTERS  INC.	6	VIRGINIA	DELIVERY ORDER	INFORMATION TECHNOLOGY COMPONENTS	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	t	t	f	f	t	f	f	f	t	f	f	2016
HSCEMS17J00091	1082	1082	VISTA OUTDOOR SALES LLC	VISTA OUTDOOR SALES LLC	6	PENNSYLVANIA	DELIVERY ORDER	"AMMUNITION, THROUGH 30MM"	AMMUNITION (EXCEPT SMALL ARMS) MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCEMS17J00091	1082	1082	VISTA OUTDOOR SALES LLC	VISTA OUTDOOR SALES LLC	6	PENNSYLVANIA	DELIVERY ORDER	"AMMUNITION, THROUGH 30MM"	AMMUNITION (EXCEPT SMALL ARMS) MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
HSCETE16J00191	1084.84	1084.84	DELL FEDERAL SYSTEMS L.P.	DENALI HOLDING INC	31	TEXAS	BPA CALL	INFORMATION TECHNOLOGY SOFTWARE	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2016
HSCETE15J00146	1138.56	1138.56	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	2	NORTH CAROLINA	BPA CALL	ADP SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2015
HSCETE12J00043	1148.9	1148.9	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS LLC	4	NORTH CAROLINA	BPA CALL	INFORMATION TECHNOLOGY COMPONENTS	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2018
HSCETE17J00158	1154.16	1154.16	DELL FEDERAL SYSTEMS L.P.	DENALI HOLDING INC	31	TEXAS	BPA CALL	INFORMATION TECHNOLOGY SOFTWARE	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
HSCETE13J00132	1183.48	1183.48	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	4	ALABAMA	BPA CALL	INFORMATION TECHNOLOGY SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2017
70CMSD18FR0000089	1200	6000	JTF BUSINESS SYSTEMS INC	JTF BUSINESS SYSTEMS INC	8	VIRGINIA	DELIVERY ORDER	"LEASE OR RENTAL OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT"	COMMERCIAL SCREEN PRINTING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCETE14J00027	1207.48	1207.48	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	4	MARYLAND	BPA CALL	INFORMATION TECHNOLOGY SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2017
HSCETE15J00545	1207.48	1207.48	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	2	MARYLAND	BPA CALL	ADP SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2015
HSCETE15J00678	1207.48	1207.48	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	2	MARYLAND	BPA CALL	ADP SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2015
HSCETE14J00027	1207.48	1207.48	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	2	MARYLAND	BPA CALL	ADP SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2014
HSCETE17J00168	1212.36	1212.36	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	4	TEXAS	BPA CALL	INFORMATION TECHNOLOGY SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2017
HSCETE17J00234	1212.36	1212.36	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	4	DISTRICT OF COLUMBIA	BPA CALL	INFORMATION TECHNOLOGY SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2017
HSCETC13J00076	1222.9	1222.9	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	4	TEXAS	BPA CALL	INFORMATION TECHNOLOGY SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2017
HSCETC13J00076	1222.9	1222.9	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	2	TEXAS	BPA CALL	ADP SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2014
HSCEMS17F00005	1247	1247	WHITAKER BROTHERS BUSINESS MACHINES INC	WHITAKER BROTHERS BUSINESS MACHINES INC	8	ILLINOIS	DELIVERY ORDER	OFFICE DEVICES AND ACCESSORIES	CARBON PAPER AND INKED RIBBON MANUFACTURING		f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCEMS17F00005	1247	1247	WHITAKER BROTHERS BUSINESS MACHINES INC	WHITAKER BROTHERS BUSINESS MACHINES  INC	8	ILLINOIS	DELIVERY ORDER	OFFICE DEVICES AND ACCESSORIES	CARBON PAPER AND INKED RIBBON MANUFACTURING		f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
HSCETE16J00146	1251.48	1251.48	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	2	MARYLAND	BPA CALL	INFORMATION TECHNOLOGY SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2016
HSCEMS16J00020	1261.04	1261.04	VISTA OUTDOOR SALES LLC	VISTA OUTDOOR SALES LLC	6	VIRGINIA	DELIVERY ORDER	"AMMUNITION, THROUGH 30MM"	SMALL ARMS AMMUNITION MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2016
HSCECR16P00008	1261.09	1261.09	"SANTA CLARA, COUNTY OF"	COUNTY OF SANTA CLARA	19	CALIFORNIA	PURCHASE ORDER	OFFICE INFORMATION SYSTEM EQUIPMENT	"DATA PROCESSING, HOSTING, AND RELATED SERVICES"	OTHER U.S. ENTITY (E.G. GOVERNMENT)	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
70CTD018FC0000073	1278.08	1278.08	FCN	FCN INC.	8	TEXAS	BPA CALL	INFORMATION TECHNOLOGY INPUT/OUTPUT AND STORAGE DEVICES	COMPUTER SYSTEMS DESIGN SERVICES		f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2018
HSCETE12J00030	1289.06	1289.06	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	4	MARYLAND	BPA CALL	INFORMATION TECHNOLOGY SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2017
HSCETE17J00233	1292.36	1292.36	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	4	DISTRICT OF COLUMBIA	BPA CALL	INFORMATION TECHNOLOGY SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2017
HSCETE17J00374	1292.36	1292.36	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	4	FLORIDA	BPA CALL	INFORMATION TECHNOLOGY SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2017
HSCETE14J00249	1297.9	1297.9	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	4	DISTRICT OF COLUMBIA	BPA CALL	INFORMATION TECHNOLOGY SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2017
HSCETE14J00249	1297.9	1297.9	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	2	DISTRICT OF COLUMBIA	BPA CALL	ADP SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2014
HSCETE14J00011	1298.21	1298.21	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	4	NORTH CAROLINA	BPA CALL	INFORMATION TECHNOLOGY SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2017
HSCETE14J00011	1298.21	1298.21	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	2	NORTH CAROLINA	BPA CALL	ADP SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2014
HSCETE09J00447	1305.24	1305.24	SPRINT COMMUNICATIONS COMPANY L.P.	SPRINT COMMUNICATIONS COMPANY L.P.	11	TEXAS	BPA CALL	"HARDWARE, COMMERCIAL"	WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE)	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCETE15J00434	1305.75	1305.75	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	2	LOUISIANA	BPA CALL	ADP SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2015
HSCETC16J00018	1320.36	1320.36	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	2	ARKANSAS	BPA CALL	INFORMATION TECHNOLOGY SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2016
HSCETC16J00023	1320.36	1320.36	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	2	ALABAMA	BPA CALL	INFORMATION TECHNOLOGY SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2016
HSCETE16J00057	1320.36	1320.36	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	2	NORTH CAROLINA	BPA CALL	INFORMATION TECHNOLOGY SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2016
HSCETE15J00099	1327.48	1327.48	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	2	NORTH CAROLINA	BPA CALL	INFORMATION TECHNOLOGY SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2016
HSCETE15J00099	1327.48	1327.48	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	2	NORTH CAROLINA	BPA CALL	ADP SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2015
HSCEMD17F00230	1345.32	6726.6	XEROX CORPORATION	XEROX CORPORATION	11	VIRGINIA	DELIVERY ORDER	"LEASE OR RENTAL OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT"	PRINTING MACHINERY AND EQUIPMENT MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
HSCETE17J00075	1353.72	1353.72	DELL FEDERAL SYSTEMS L.P.	DENALI HOLDING INC	31	NEW JERSEY	BPA CALL	INFORMATION TECHNOLOGY SOFTWARE	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
HSCETE17J00269	1353.72	1353.72	DELL FEDERAL SYSTEMS L.P.	DENALI HOLDING INC	31	TEXAS	BPA CALL	INFORMATION TECHNOLOGY SOFTWARE	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
HSCETE17J00288	1353.72	1353.72	DELL FEDERAL SYSTEMS L.P.	DENALI HOLDING INC	31	NEVADA	BPA CALL	INFORMATION TECHNOLOGY SOFTWARE	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
HSCETE16J00388	1353.72	1353.72	DELL FEDERAL SYSTEMS L.P.	DENALI HOLDING INC	31	TEXAS	BPA CALL	INFORMATION TECHNOLOGY SOFTWARE	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2016
HSCETC15J00037	1359.46	1359.46	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	2	TEXAS	BPA CALL	ADP SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2015
